type,name,level,attributes,source
"""性质""","""自反性""",4,"{""定义"": ""任意整数与自身同余。"", ""条件"": ""对一切整数成立。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.2 同余方程与方程组""]"
"""性质""","""对称性""",4,"{""定义"": ""若a同余于b，则b同余于a。"", ""条件"": ""对任意整数a和b成立。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.2 同余方程与方程组""]"
"""性质""","""传递性""",4,"{""定义"": ""若a同余于b，b同余于c，则a同余于c。"", ""条件"": ""对任意整数a、b和c成立。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.2 同余方程与方程组""]"
"""概念""","""同余方程""",3,"{""定义"": ""关于未知数的线性同余关系式。"", ""性质"": ""若存在解，则同余的所有整数视为同一解。"", ""条件"": ""有解需a与m的最大公因数整除b。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.2 同余方程与方程组""]"
"""概念""","""同余方程解""",4,"{""定义"": ""满足同余方程的未知数。"", ""计数"": ""相互同余的解视为同一个，计数为模m互不同余的解数。"", ""存在性"": ""a与m互素时，方程有唯一解。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.2 同余方程与方程组""]"
"""概念""","""最大公因数""",3,"{""作用"": ""判断同余方程有解的条件。"", ""性质"": ""若gcd(a,m)整除b，则方程有解。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.2 同余方程与方程组""]"
"""概念""","""模逆""",3,"{""定义"": ""与m互素的整数a，满足a*x≡1(mod m)的最小正整数解。"", ""性质"": ""存在唯一，小于m。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.2 同余方程与方程组""]"
"""概念""","""同余方程组""",3,"{""定义"": ""多个同余方程联立的方程组。"", ""性质"": ""模两两互素时，有唯一解。"", ""定理"": ""中国余数定理保证唯一解存在。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.2 同余方程与方程组""]"
"""定理""","""中国余数定理""",2,"{""定义"": ""确认同余方程组在模两两互素时有唯一解的定理。"", ""条件"": ""模数两两互素。"", ""结论"": ""同余方程组有唯一解。"", ""用途"": ""提供同余方程组的具体求解方法。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.2 同余方程与方程组""]"
"""概念""","""数据加密""",2,"{""分类"": ""分为对称式加密和非对称式加密两大类。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""概念""","""对称式加密""",3,"{""示例"": ""仿射加密算法。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""概念""","""非对称式加密""",3,"{""示例"": ""RSA算法。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""算法""","""仿射加密算法""",4,"{""别称"": ""凯撒加密算法。"", ""类型"": ""对称加密算法。"", ""原理"": ""使用数字替换字母，通过加密函数实现加密。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""算法""","""凯撒加密算法""",4,"{""别称"": ""仿射加密算法。"", ""特点"": ""简单且广为人知。"", ""应用"": ""替换加密技术。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""算法""","""RSA算法""",2,"{""类型"": ""非对称加密算法"", ""提出者"": ""Rivest、Shamir 和 Adleman"", ""用途"": ""对互联网传送的数据进行加密，常用于数字签名"", ""原理"": ""基于同余算术、欧拉定理和费马小定理"", ""安全性"": ""依赖于大整数素因子分解的困难性""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""定理""","""欧拉定理""",3,"{""定义"": ""设m是正整数，a是与m互素的整数，则a^φ(m)≡1(mod m)"", ""应用"": ""RSA算法的理论基础之一""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""定理""","""费马小定理""",3,"{""定义"": ""设p是素数，a是任意整数，则a^p≡a(mod p)"", ""特例"": ""当a与p互素时，a^(p-1)≡1(mod p)"", ""应用"": ""RSA算法的理论基础之一""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""概念""","""同余算术""",3,"{""定义"": ""研究整数除以给定的正整数后余数的性质"", ""应用"": ""RSA算法的核心运算基础""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""概念""","""大整数素因子分解""",4,"{""定义"": ""将大整数分解为素因子的过程"", ""难度"": ""计算上非常困难"", ""应用"": ""RSA算法安全性的关键""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""概念""","""公钥""",4,"{""定义"": ""用于加密数据的密钥，公开可用。"", ""用途"": ""在RSA算法中，用于将明文转化为密文。"", ""生成"": ""基于大素数乘积和欧拉函数计算得到。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""概念""","""私钥""",4,"{""定义"": ""用于解密数据的密钥，保密不可公开。"", ""用途"": ""在RSA算法中，用于将密文恢复为明文。"", ""生成"": ""基于公钥和欧拉函数的逆元计算得到。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""概念""","""欧拉函数""",4,"{""定义"": ""计算小于n且与n互素的正整数个数。"", ""用途"": ""在RSA算法中，用于生成密钥。"", ""性质"": ""用于确保公钥和私钥的唯一性和互异性。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""定理""","""中国余数定理""",3,"{""定义"": ""解决一组同余方程的定理。"", ""用途"": ""在RSA解密过程中，用于恢复明文。"", ""性质"": ""利用互素模数的性质简化计算。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""概念""","""安全素数""",5,"{""定义"": ""满足特定条件的素数，用于提高RSA算法安全性。"", ""条件"": ""足够长、差值小、含大素数因子。"", ""用途"": ""在RSA算法中，用于生成密钥对。""}","[""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""]"
"""概念""","""整数理论""",2,"{""应用"": ""包含求最大公因数、素数查找等算法。"", ""内容"": ""研究整数的性质和算法。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识""]"
"""概念""","""算法设计""",2,"{""定义"": ""通过运算步骤求解问题的方法。"", ""特点"": ""具有构造性和机械性，契合计算机运算需求。"", ""发展"": ""随计算机兴起而得到重视和研究。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识""]"
"""概念""","""最大公因数""",3,"{""相关"": ""整数理论中的基本概念。"", ""算法"": ""辗转相除算法用于求解。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识""]"
"""算法""","""辗转相除算法""",4,"{""用途"": ""求最大公因数。"", ""特点"": ""基于构造性和机械性。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识""]"
"""算法""","""素数查找算法""",4,"{""用途"": ""查找素数。"", ""相关"": ""整数理论中的应用。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识""]"
"""算法""","""凯撒整数加密算法""",4,"{""类型"": ""整数加密算法"", ""应用"": ""用于整数加密""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识""]"
"""算法""","""RSA整数加密算法""",4,"{""类型"": ""整数加密算法"", ""应用"": ""用于整数加密""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识""]"
"""性质""","""构造性""",5,"{""特点"": ""基于构造性运算体系"", ""作用"": ""契合计算机运算特点""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识""]"
"""性质""","""机械性""",5,"{""特点"": ""基于机械性步骤"", ""作用"": ""逐步实现问题求解""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识""]"
"""概念""","""算法""",1,"{""定义"": ""通过运算按步骤求解问题的指令序列。"", ""性质"": ""有穷性、确定性、输入、输出、可行性。"", ""要素"": ""基本运算和操作、控制结构、数据结构。"", ""表示"": ""自然语言、流程图、伪代码等。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""性质""","""有穷性""",3,"{""定义"": ""算法中每条指令的执行次数和时间均有限。"", ""意义"": ""避免资源浪费，确保实际应用价值。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""性质""","""确定性""",3,"{""定义"": ""算法描述无歧义，结果确定。"", ""要求"": ""相同输入在相同环境下结果一致。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""输入""",3,"{""定义"": ""算法的初始条件，0个或多个。"", ""作用"": ""确定运算对象的初始情况。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""输出""",3,"{""定义"": ""算法的结果，一个或多个。"", ""作用"": ""反映输入数据加工后的结果。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""性质""","""可行性""",3,"{""定义"": ""算法中运算可精确运行，用笔纸可完成有限次运算。"", ""特性"": ""算法原则上要能够精确运行。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""基本运算和操作""",4,"{""定义"": ""算法实现中的基本操作和运算。"", ""分类"": ""算术、关系、逻辑、数据操作。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""算术运算""",5,"{""定义"": ""加减乘除等基本数学运算。"", ""用途"": ""构成算法的基本运算。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""关系运算""",5,"{""定义"": ""大于、小于、等于、不等于等比较运算。"", ""用途"": ""构成算法的基本运算。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""逻辑运算""",5,"{""定义"": ""或、与、非等逻辑操作。"", ""用途"": ""构成算法的基本运算。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""数据操作""",5,"{""定义"": ""输入、输出、赋值等基本运算。"", ""类别"": ""算术、关系、逻辑、数据操作""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""控制结构""",4,"{""定义"": ""决定算法操作执行顺序的框架。"", ""类型"": ""顺序、选择、循环结构""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""顺序结构""",5,"{""定义"": ""按顺序依次执行各操作的算法结构。"", ""特点"": ""依次执行，无分支""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""选择结构""",5,"{""定义"": ""根据条件选择执行不同操作的算法结构。"", ""特点"": ""条件分支，选择性执行""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""循环结构""",5,"{""定义"": ""重复执行某段操作的算法结构。"", ""特点"": ""重复执行，有条件终止""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""数据结构""",4,"{""定义"": ""数据的存储结构和逻辑结构的统称。"", ""作用"": ""方便快速存取数据，反映数据间的逻辑关系。"", ""应用"": ""算法的操作对象，影响算法设计。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""工具""","""自然语言""",6,"{""定义"": ""人类日常交流使用的语言。"", ""用途"": ""描述算法的一种方式。"", ""特点"": ""直观易懂，但可能存在歧义。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""工具""","""流程图""",6,"{""定义"": ""用图形符号表示算法步骤的图示。"", ""用途"": ""描述算法流程。"", ""特点"": ""直观清晰，便于理解算法结构。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""工具""","""伪代码""",6,"{""定义"": ""介于自然语言和程序设计语言之间的算法描述语言。"", ""用途"": ""描述算法，便于转换为编程语言。"", ""特点"": ""结构清晰，简单易修改，可读性好。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""算法效率""",2,"{""定义"": ""算法在时间和空间上的性能表现。"", ""重要性"": ""影响算法适用性和系统资源占用。"", ""度量"": ""通过时间和空间复杂度来衡量。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""概念""","""时间效率""",3,"{""定义"": ""算法执行所需时间的性能指标。"", ""度量"": ""常用大O符号表示随输入规模增长的时间复杂度。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""概念""","""空间效率""",3,"{""定义"": ""算法执行所需内存空间的性能指标。"", ""影响"": ""影响系统资源分配和程序运行。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""方法""","""算法效率分析""",3,"{""目的"": ""评估算法在时间和空间上的性能。"", ""方法"": ""使用渐近效率概念和函数增长符号。"", ""重点"": ""关注问题规模充分大时的函数值增长。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""概念""","""函数增长的阶""",4,"{""定义"": ""描述函数值随自变量增长速度的等级划分。"", ""应用"": ""用于算法复杂度分析和度量。"", ""类型"": ""包括常数级、对数级、多项式级、指数级、阶乘级等。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""概念""","""渐近效率""",3,"{""定义"": ""从极限角度考虑运行时间随输入规模增长的情况。"", ""用途"": ""分析和度量算法效率。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""概念""","""时间复杂度""",2,"{""定义"": ""定量描述算法运行时间的函数。"", ""表示"": ""常用大O符号表述。"", ""类型"": ""包括常数级、对数级、多项式级、指数级、阶乘级等。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""符号""","""大O符号""",4,"{""定义"": ""描述函数增长速度的符号。"", ""用途"": ""表示算法的时间复杂度。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""概念""","""常数级增长""",5,"{""定义"": ""复杂度为O(1)，运行时间不随输入规模变化。"", ""示例"": ""如从数据集中取第一个元素。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""概念""","""对数级增长""",5,"{""定义"": ""复杂度为O(lg n)，常见于分治算法。"", ""示例"": ""如二分查找。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""概念""","""多项式级增长""",5,"{""定义"": ""复杂度随问题规模多项式增长的类型。"", ""示例"": ""如O(n^2)、O(n^3)等。"", ""特点"": ""常见于多重嵌套循环算法。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""概念""","""指数级增长""",5,"{""定义"": ""复杂度随问题规模指数增长的类型。"", ""示例"": ""如O(2^n)。"", ""特点"": ""在规模较大时效率极低。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""概念""","""阶乘级增长""",5,"{""定义"": ""复杂度随问题规模阶乘增长的类型。"", ""示例"": ""如O(n!)。"", ""特点"": ""基本不可行，适用于小规模问题。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""算法""","""归并排序""",6,"{""定义"": ""一种分治算法，将数据集递归分割并合并。"", ""复杂度"": ""时间复杂度为O(n log n)。"", ""用途"": ""高效排序大量数据。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""算法""","""冒泡排序""",6,"{""定义"": ""一种简单排序算法，通过多次遍历交换元素。"", ""复杂度"": ""时间复杂度为O(n^2)。"", ""特点"": ""实现简单，但效率较低。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""算法""","""直接插入排序""",6,"{""类型"": ""基本排序算法"", ""复杂度"": ""O(n^2)"", ""特点"": ""两重嵌套循环""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""算法""","""直接选择排序""",6,"{""类型"": ""基本排序算法"", ""复杂度"": ""O(n^2)"", ""特点"": ""两重嵌套循环""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""算法""","""Floyd算法""",6,"{""用途"": ""求解最短路径"", ""复杂度"": ""O(n^3)"", ""特点"": ""三重嵌套循环""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""概念""","""整数""",2,"{""定义"": ""数学中研究整数及其性质的分支。"", ""用途"": ""为基础算法设计提供数学基础。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.3 算法设计应用举例""]"
"""概念""","""算法设计""",2,"{""定义"": ""设计解决问题的有效步骤和方法。"", ""用途"": ""解决实际问题，优化计算过程。"", ""特点"": ""高效性、正确性、可扩展性。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.3 算法设计应用举例""]"
"""算法""","""国王大赦囚犯问题""",5,"{""描述"": ""国王按规则释放囚犯的问题。"", ""用途"": ""展示算法设计的策略和逻辑。"", ""特点"": ""涉及递归和条件判断。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.3 算法设计应用举例""]"
"""算法""","""找假币问题""",5,"{""描述"": ""在若干硬币中找出较轻的假币。"", ""用途"": ""展示分治算法的应用。"", ""特点"": ""通过比较重量逐步缩小范围。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.3 算法设计应用举例""]"
"""算法""","""受限汉诺塔问题""",5,"{""描述"": ""在特定限制下移动汉诺塔盘子。"", ""用途"": ""展示复杂问题的算法设计。"", ""特点"": ""增加额外约束，需优化策略。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.3 算法设计应用举例""]"
"""概念""","""算法设计策略""",2,"{""定义"": ""计算机问题求解的基本策略。"", ""作用"": ""蕴含普适的求解智慧，形成算法思维。"", ""类型"": ""包括蛮力、贪心、递归、分治、回溯、动态规划等。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用""]"
"""算法""","""分治策略""",3,"{""定义"": ""将问题分解为小规模子问题递归求解并合并结果。"", ""特点"": ""递归分解，合并子问题解。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用""]"
"""算法""","""回溯策略""",3,"{""定义"": ""试错探索未知世界的策略。"", ""特点"": ""试错过程，提供具体试错方案。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用""]"
"""算法""","""蛮力策略""",4,"{""类型"": ""算法设计基本策略之一。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用""]"
"""算法""","""贪心策略""",4,"{""类型"": ""算法设计基本策略之一。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用""]"
"""算法""","""递归策略""",4,"{""定义"": ""将问题分解为子问题，递归求解并合并解的策略。"", ""应用"": ""用于分治策略中的子问题求解。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用""]"
"""算法""","""动态规划策略""",4,"{""定义"": ""通过分解子问题并存储中间结果以避免重复计算的策略。"", ""应用"": ""用于优化问题求解，减少计算量。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用""]"
"""概念""","""算法思维""",5,"{""定义"": ""通过学习和掌握算法设计策略形成的系统性思考方式。"", ""作用"": ""帮助透彻理解算法设计精髓，提升算法设计水平。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用""]"
"""算法""","""蛮力法""",3,"{""定义"": ""枚举所有可能状态，找到所需解的方法。"", ""优点"": ""普适性高，几乎可解决任何问题。"", ""缺点"": ""计算量太大，很多情况下不可行。"", ""特性"": ""思想简单，易于理解，但局限性明显。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心""]"
"""算法""","""贪心法""",3,"{""定义"": ""每步获得当前最好结果，逼近全局最优解的方法。"", ""优点"": ""思想直观，易于理解。"", ""缺点"": ""无总体控制机制，缺少远见，有时难以保证正确性。"", ""特性"": ""思想简单，易于理解，但局限性明显。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心""]"
"""性质""","""普适性""",4,"{""描述"": ""蛮力法具有高普适性，能解决多种问题。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心""]"
"""概念""","""计算量""",5,"{""描述"": ""蛮力法计算量大，很多情况下不可行。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心""]"
"""概念""","""局部最优解""",5,"{""描述"": ""贪心法通过局部最优解逼近全局最优解。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心""]"
"""概念""","""全局最优解""",5,"{""定义"": ""通过局部最优解逐步逼近得到的问题最终最优解。"", ""特点"": ""贪心法的目标结果。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心""]"
"""概念""","""算法思想""",4,"{""定义"": ""指导算法设计和实现的基本思路。"", ""特点"": ""蛮力法和贪心法的思想简单，易于理解。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心""]"
"""概念""","""总体控制机制""",6,"{""定义"": ""算法中用于全局调控和优化的机制。"", ""缺失"": ""贪心法缺少总体控制机制。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心""]"
"""概念""","""远见和大局观""",6,"{""定义"": ""算法设计和执行中考虑长远和全局的能力。"", ""缺失"": ""贪心法缺乏远见和大局观。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心""]"
"""算法""","""蛮力策略""",3,"{""定义"": ""用最原始、最暴力的方式解决问题，依次处理所有元素，枚举所有可能结果。"", ""特点"": ""直接基于问题描述和概念定义，无技巧性。"", ""应用"": ""可解决任何可枚举的离散结构问题，适用于规模不大且效率可接受的情况。"", ""作用"": ""作为基准衡量更高效算法，为研究提供服务。"", ""步骤"": ""找到枚举范围，找到约束条件。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""一、蛮力策略""]"
"""算法""","""穷举法""",3,"{""同义"": ""蛮力策略"", ""特点"": ""无技巧性，直接枚举所有可能结果。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""一、蛮力策略""]"
"""算法""","""暴力法""",3,"{""同义"": ""蛮力策略"", ""特点"": ""原始、直接，适用于小规模问题。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""一、蛮力策略""]"
"""概念""","""算法设计策略""",2,"{""包含"": ""蛮力策略等"", ""作用"": ""提供不同方法解决算法问题。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""一、蛮力策略""]"
"""概念""","""离散结构""",4,"{""相关"": ""蛮力法可解决其问题"", ""特点"": ""可枚举，适合蛮力策略应用。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""一、蛮力策略""]"
"""概念""","""枚举范围""",5,"{""定义"": ""分析问题，找到所涉及的每一种情况。"", ""步骤"": ""蛮力法求解的第一步""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""一、蛮力策略""]"
"""概念""","""约束条件""",5,"{""定义"": ""解析约束条件，并用逻辑表达式表示。"", ""步骤"": ""蛮力法求解的第二步""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""一、蛮力策略""]"
"""算法""","""贪心算法""",2,"{""定义"": ""从初始解出发，每步构造局部最优解，逼近全局最优解的算法。"", ""优点"": ""思维复杂度低、代码量小、运行效率高、空间复杂度低。"", ""局限"": ""局部最优解不一定能逼近全局最优解，缺乏大局观。"", ""特性"": ""可能得到近似最优解。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""二、贪心策略""]"
"""概念""","""局部最优解""",3,"{""定义"": ""在当前状态下做出的最优决策。"", ""作用"": ""构成贪心算法的每一步决策。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""二、贪心策略""]"
"""概念""","""全局最优解""",3,"{""定义"": ""整个问题的最优解。"", ""目标"": ""贪心算法最终逼近的目标。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""二、贪心策略""]"
"""性质""","""思维复杂度""",4,"{""特点"": ""低"", ""影响"": ""使贪心算法易于理解和实现。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""二、贪心策略""]"
"""性质""","""代码量""",4,"{""特点"": ""小"", ""影响"": ""减少编程工作量，提高开发效率。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""二、贪心策略""]"
"""性质""","""运行效率""",4,"{""特点"": ""高""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""二、贪心策略""]"
"""性质""","""空间复杂度""",4,"{""特点"": ""低""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.1 蛮力与贪心"", ""二、贪心策略""]"
