start,end,relation,description,source
"""个体词""","""谓词""","""组合""","""个体词与谓词组合形成完整的命题函数。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""一、含变量的语句""]"
"""量词""","""命题函数""","""修饰""","""量词用于修饰命题函数中的变量，影响命题函数的真值。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""一、含变量的语句""]"
"""个体词""","""个体常量""","""分类""","""个体常量是表示特定个体的个体词。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""二、个体变量与命题函数""]"
"""个体词""","""个体变量""","""分类""","""个体变量是泛指不确定个体的个体词。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""二、个体变量与命题函数""]"
"""个体变量""","""个体域""","""条件""","""个体变量的取值范围称为个体域。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""二、个体变量与命题函数""]"
"""个体域""","""全总个体域""","""组成""","""所有个体域聚集在一起构成全总个体域。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""二、个体变量与命题函数""]"
"""命题函数""","""个体变量""","""依赖""","""命题函数的定义依赖于个体变量的取值。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""二、个体变量与命题函数""]"
"""命题函数""","""简单命题函数""","""分类""","""简单命题函数是命题函数的一种类型。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""二、个体变量与命题函数""]"
"""简单命题函数""","""复合命题函数""","""推导""","""简单命题函数通过联结词逻辑演算得到复合命题函数。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""二、个体变量与命题函数""]"
"""谓词演算与推理""","""谓词""","""组成""","""谓词是谓词演算与推理中的基本组成部分，用于描述个体性质或个体间联系。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""三、谓词与谓词填式""]"
"""谓词演算与推理""","""命题函数""","""组成""","""命题函数是谓词演算与推理中的基本概念，通过个体变量实现对命题结构的分解和抽象。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""三、谓词与谓词填式""]"
"""谓词""","""命题函数""","""推导""","""谓词是从命题函数中提取的具有实质性含义的部分，刻画个体变量的性质与联系。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""三、谓词与谓词填式""]"
"""n元谓词""","""谓词""","""等价""","""n元谓词是含有n个个体变量的谓词，是谓词的具体形式。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""三、谓词与谓词填式""]"
"""谓词填式""","""n元谓词""","""衍生""","""谓词填式是通过给n元谓词的个体变量赋值得到的命题，是n元谓词的具体实例。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""三、谓词与谓词填式""]"
"""谓词逻辑""","""命题逻辑""","""推广""","""谓词逻辑是命题逻辑的自然推广，增加了对个体变量和谓词的处理。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""三、谓词与谓词填式""]"
"""谓词填式""","""命题""","""等价""","""谓词填式是具体命题的谓词表示形式，可以看成是零元谓词。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""三、谓词与谓词填式""]"
"""个体词""","""谓词""","""结合""","""个体词与谓词结合才能构成完整的逻辑断言。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""三、谓词与谓词填式""]"
"""量词""","""谓词""","""依赖""","""量词用于约束谓词中的个体变量，是谓词逻辑中的重要元素。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""三、谓词与谓词填式""]"
"""量词""","""谓词""","""约束""","""量词用于约束谓词中的个体变量，消除其语义上的抽象性和不确定性。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词""]"
"""特性谓词""","""量词""","""配合""","""特性谓词与量词配合使用，以明确谓词中个体变量的具体含义。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词""]"
"""逻辑演算""","""个体域""","""依赖""","""逻辑演算的结果依赖于个体域的界定，不同的个体域会影响演算结果。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词""]"
"""谓词""","""真值""","""确定""","""通过量词和特性谓词的约束，谓词可以成为具有确定真值的命题。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词""]"
"""谓词演算""","""推理""","""包含""","""谓词演算是推理的一部分，用于处理含有谓词的逻辑推理问题。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词""]"
"""个体词""","""谓词""","""组成""","""个体词是谓词的组成部分，表示谓词中的具体个体。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词""]"
"""谓词演算""","""推理""","""组成""","""谓词演算是一种用于推理的逻辑系统，包含对谓词和量词的处理。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""一、量词的概念""]"
"""个体词""","""谓词""","""组成""","""个体词是谓词演算中的基本元素，用于构成谓词。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""一、量词的概念""]"
"""量词""","""全称量化""","""分类""","""全称量化是量词的一种类型，表示对所有个体的约束。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""一、量词的概念""]"
"""量词""","""存在量化""","""分类""","""存在量化是量词的一种类型，表示对至少一个个体的约束。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""一、量词的概念""]"
"""全称量词""","""全称量化""","""等价""","""全称量词是表示全称量化的符号。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""一、量词的概念""]"
"""存在量词""","""存在量化""","""等价""","""存在量词是表示存在量化的符号。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""一、量词的概念""]"
"""谓词""","""全称量化""","""应用""","""谓词可以通过全称量化变为具体命题。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""一、量词的概念""]"
"""谓词""","""存在量化""","""应用""","""谓词可以通过存在量化变为具体命题。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""一、量词的概念""]"
"""谓词演算""","""个体词""","""组成""","""个体词是谓词演算中的基本元素，用于表示个体对象。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""]"
"""谓词演算""","""谓词""","""组成""","""谓词是谓词演算中的基本元素，用于描述个体的性质或关系。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""]"
"""谓词演算""","""量词""","""组成""","""量词是谓词演算中的重要元素，用于表示个体的范围。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""]"
"""量词""","""全称量词""","""分类""","""全称量词是量词的一种，表示对所有个体的断言。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""]"
"""量词""","""存在量词""","""分类""","""存在量词是量词的一种，表示存在至少一个个体满足条件。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""]"
"""全称量词""","""量词展开""","""推导""","""全称量词可以通过量词展开表示为多个命题的逻辑与。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""]"
"""存在量词""","""量词展开""","""推导""","""存在量词可以通过量词展开表示为多个命题的逻辑或。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""]"
"""全称量词""","""量词否定""","""推导""","""全称量词的否定等价于存在量词的否定。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""]"
"""存在量词""","""量词否定""","""推导""","""存在量词的否定等价于全称量词的否定。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""]"
"""量词否定""","""量词德摩根律""","""引用""","""量词否定遵循量词德摩根律，用于转换量词的否定形式。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""]"
"""谓词演算""","""推理""","""组成""","""谓词演算是一种用于推理的逻辑系统，包含对谓词和量词的处理。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""三、特性谓词及其应用""]"
"""个体词""","""谓词""","""依赖""","""谓词依赖于个体词来描述个体的性质或关系。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""三、特性谓词及其应用""]"
"""量词""","""特性谓词""","""关联""","""量词的使用需要特性谓词来确定个体域，确保逻辑运算的准确性。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""三、特性谓词及其应用""]"
"""全总个体域""","""特性谓词""","""条件""","""全总个体域的使用需要特性谓词来限定个体变量的具体范围。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""三、特性谓词及其应用""]"
"""全称量词""","""蕴含式""","""应用""","""全称量词在谓词表达式中作为蕴含式前件使用，刻画个体域的特性。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""三、特性谓词及其应用""]"
"""存在量词""","""合取项""","""应用""","""存在量词在谓词表达式中作为合取项使用，刻画个体域的特性。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""三、特性谓词及其应用""]"
"""谓词""","""个体域""","""影响""","""谓词的个体域差异会影响其真值取值，需通过特性谓词来确定。""","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""三、特性谓词及其应用""]"
"""谓词逻辑""","""命题逻辑""","""对比""","""谓词逻辑与命题逻辑在问题求解思路上有相似之处，但谓词逻辑更为复杂。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算""]"
"""谓词逻辑""","""谓词符号""","""组成""","""谓词符号是谓词逻辑的重要组成部分，用于将现实问题抽象化。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算""]"
"""谓词逻辑""","""符号演算机制""","""组成""","""符号演算机制是谓词逻辑的核心内容之一，用于实现问题的求解。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算""]"
"""谓词公式""","""自由变元""","""组成""","""自由变元是谓词公式中的一个重要概念，表示未受约束的变量。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算""]"
"""谓词公式""","""约束变元""","""组成""","""约束变元是谓词公式中的一个重要概念，表示受量词约束的变量。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算""]"
"""谓词公式""","""谓词公式的解释""","""依赖""","""谓词公式的解释是对谓词公式意义的说明，是理解谓词公式的基础。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算""]"
"""谓词公式""","""谓词公式的分类""","""依赖""","""谓词公式的分类是对谓词公式不同类型的划分，有助于理解和应用。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算""]"
"""谓词公式""","""谓词公式的等值关系""","""依赖""","""谓词公式的等值关系是谓词公式间的一种重要关系，用于判断公式是否等价。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算""]"
"""谓词公式的等值关系""","""等值演算""","""因果""","""谓词公式的等值关系是进行等值演算的基础，通过演算可以验证公式的等价性。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算""]"
"""谓词演算""","""谓词公式""","""组成""","""谓词公式是谓词演算的基本组成部分，用于表达谓词逻辑中的命题。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.1 谓词公式的概念""]"
"""谓词公式""","""个体常量符号""","""包含""","""个体常量符号是谓词公式中用于表示特定个体的符号。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.1 谓词公式的概念""]"
"""谓词公式""","""个体变量符号""","""包含""","""个体变量符号是谓词公式中用于表示任意个体的符号。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.1 谓词公式的概念""]"
"""谓词公式""","""个体函数符号""","""包含""","""个体函数符号是谓词公式中用于表示个体之间映射关系的符号。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.1 谓词公式的概念""]"
"""谓词公式""","""谓词符号""","""包含""","""谓词符号是谓词公式中用于表示谓词的符号。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.1 谓词公式的概念""]"
"""个体项""","""个体常量符号""","""组成""","""个体常量符号是构成个体项的基本元素之一。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.1 谓词公式的概念""]"
"""个体项""","""个体变量符号""","""组成""","""个体变量符号是构成个体项的基本元素之一。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.1 谓词公式的概念""]"
"""个体项""","""个体函数符号""","""组成""","""个体函数符号用于定义个体项中的复杂映射关系。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.1 谓词公式的概念""]"
"""原子谓词公式""","""个体项""","""组成""","""原子谓词公式由个体项和谓词符号组成。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.1 谓词公式的概念""]"
"""谓词合式公式""","""原子谓词公式""","""组成""","""原子谓词公式是谓词合式公式的基本组成部分。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.1 谓词公式的概念""]"
"""谓词合式公式""","""联结词""","""包含""","""联结词用于连接不同的谓词公式，形成谓词合式公式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.1 谓词公式的概念""]"
"""谓词合式公式""","""量词""","""包含""","""量词用于限定谓词公式中的变量，形成谓词合式公式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.1 谓词公式的概念""]"
"""谓词演算""","""等值演算""","""包含""","""等值演算是谓词演算中的一个重要部分，用于推导和简化谓词公式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.1 谓词公式的概念""]"
"""量词""","""命题变量""","""约束""","""量词用于约束谓词中的命题变量，使其含义明确具体。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.2 变量的自由与约束""]"
"""自由变量""","""约束变量""","""对比""","""自由变量和约束变量在谓词公式中扮演不同角色，前者未受量词约束，后者受量词约束。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.2 变量的自由与约束""]"
"""量词辖域""","""量词""","""定义""","""量词辖域定义了量词作用变量的范围。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.2 变量的自由与约束""]"
"""封闭公式""","""自由变量""","""条件""","""封闭公式是指不含自由变量的谓词公式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.2 变量的自由与约束""]"
"""换名规则""","""约束变量""","""应用""","""换名规则用于替换约束变量，避免概念理解上的歧义。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.2 变量的自由与约束""]"
"""代入规则""","""自由变量""","""应用""","""代入规则用于替换自由变量，确保变量在公式中的一致性。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.2 变量的自由与约束""]"
"""谓词演算""","""量词""","""组成""","""量词是谓词演算中的重要组成部分，用于约束变量。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.2 变量的自由与约束""]"
"""谓词演算""","""命题变量""","""组成""","""命题变量是谓词演算的基本元素，分为自由变量和约束变量。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.2 变量的自由与约束""]"
"""量词辖域""","""谓词公式""","""子集""","""量词辖域是谓词公式中的一个子公式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.2 变量的自由与约束""]"
"""封闭公式""","""谓词公式""","""分类""","""封闭公式是谓词公式的一种，特指不含自由变量的公式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.2 变量的自由与约束""]"
"""谓词公式""","""解释""","""依赖""","""谓词公式的真值取值依赖于其解释，包括个体域、常量符号、变量符号、函数符号和谓词符号的具体含义。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.3 谓词公式的解释与分类""]"
"""谓词公式""","""个体域""","""依赖""","""谓词公式的解释依赖于确定的非空个体域集合。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.3 谓词公式的解释与分类""]"
"""谓词公式""","""常量符号""","""依赖""","""谓词公式的解释需要确定常量符号的具体含义。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.3 谓词公式的解释与分类""]"
"""谓词公式""","""变量符号""","""依赖""","""谓词公式的解释需要确定变量符号的具体取值。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.3 谓词公式的解释与分类""]"
"""谓词公式""","""函数符号""","""依赖""","""谓词公式的解释需要确定函数符号的具体形式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.3 谓词公式的解释与分类""]"
"""谓词公式""","""谓词符号""","""依赖""","""谓词公式的解释需要确定谓词符号的具体形式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.3 谓词公式的解释与分类""]"
"""封闭公式""","""谓词公式""","""分类""","""封闭公式是谓词公式的一种，不含有任何自由个体变量。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.3 谓词公式的解释与分类""]"
"""有效公式""","""谓词公式""","""分类""","""有效公式是谓词公式的一种，在其所有解释下真值均为真。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.3 谓词公式的解释与分类""]"
"""矛盾公式""","""谓词公式""","""分类""","""矛盾公式是谓词公式的一种，在其所有解释下真值均为假。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.3 谓词公式的解释与分类""]"
"""可满足公式""","""谓词公式""","""分类""","""可满足公式是谓词公式的一种，不是矛盾公式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.3 谓词公式的解释与分类""]"
"""有效公式""","""矛盾公式""","""对立""","""有效公式的否定为矛盾公式，矛盾公式的否定为有效公式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.3 谓词公式的解释与分类""]"
"""有效公式""","""可满足公式""","""包含""","""有效公式一定是可满足公式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.3 谓词公式的解释与分类""]"
"""谓词演算""","""谓词公式""","""引用""","""谓词演算中需要使用谓词公式进行运算和推理。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含""]"
"""谓词公式""","""等值演算""","""应用""","""谓词公式通过等值演算进行化简和变形。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含""]"
"""谓词公式""","""等值关系""","""定义""","""谓词公式之间的等值关系是其基本性质之一。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含""]"
"""谓词公式""","""永真蕴含关系""","""定义""","""谓词公式之间的永真蕴含关系是其基本性质之一。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含""]"
"""命题逻辑""","""谓词逻辑""","""对比""","""命题逻辑和谓词逻辑都需要定义等值关系和永真蕴含关系，但应用范围不同。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含""]"
"""等值关系""","""化简""","""因果""","""通过等值关系可以对谓词公式进行化简。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含""]"
"""永真蕴含关系""","""变形""","""因果""","""通过永真蕴含关系可以对谓词公式进行适当的变形。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含""]"
"""命题推理""","""谓词逻辑推理""","""分类""","""谓词逻辑推理是命题推理在谓词逻辑中的具体应用。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含""]"
"""谓词演算""","""推理""","""应用""","""谓词演算用于进行谓词逻辑推理。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含""]"
"""等值演算""","""谓词逻辑""","""应用""","""等值演算在谓词逻辑中用于化简和变形谓词公式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含""]"
"""谓词公式""","""等值关系""","""定义""","""谓词公式的等值关系是指两个谓词公式在任意相同的解释下具有完全相同的真值。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""一、谓词公式的等值关系""]"
"""谓词公式""","""有效公式""","""条件""","""判断两个谓词公式是否等值，关键在于证明谓词公式$G\\leftrightarrow H$为有效公式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""一、谓词公式的等值关系""]"
"""等值演算""","""谓词公式""","""应用""","""等值演算系统用于推演出更多的谓词公式等值式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""一、谓词公式的等值关系""]"
"""量词""","""消去量词等值式""","""分类""","""消去量词等值式是关于量词的一种等值式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""一、谓词公式的等值关系""]"
"""量词""","""量词否定等值式""","""分类""","""量词否定等值式是关于量词的一种等值式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""一、谓词公式的等值关系""]"
"""量词""","""量词辖域的收缩与扩张等值式""","""分类""","""量词辖域的收缩与扩张等值式是关于量词的一种等值式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""一、谓词公式的等值关系""]"
"""量词""","""量词分配等值式""","""分类""","""量词分配等值式是关于量词的一种等值式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""一、谓词公式的等值关系""]"
"""消去量词等值式""","""等值关系""","""实例""","""消去量词等值式是等值关系的一个具体实例。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""一、谓词公式的等值关系""]"
"""量词否定等值式""","""等值关系""","""实例""","""量词否定等值式是等值关系的一个具体实例。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""一、谓词公式的等值关系""]"
"""量词辖域的收缩与扩张等值式""","""等值关系""","""实例""","""量词辖域的收缩与扩张等值式是等值关系的一个具体实例。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""一、谓词公式的等值关系""]"
"""量词分配等值式""","""等值关系""","""实例""","""量词分配等值式是等值关系的一个具体实例。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""一、谓词公式的等值关系""]"
"""谓词演算""","""谓词公式""","""组成""","""谓词公式是谓词演算的基本组成部分。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""一、谓词公式的等值关系""]"
"""谓词演算""","""等值演算""","""组成""","""等值演算是谓词演算的一个重要部分。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""一、谓词公式的等值关系""]"
"""谓词演算""","""推理""","""依赖""","""谓词演算在进行逻辑推理时需要用到推理方法。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""二、谓词公式的蕴含关系""]"
"""谓词公式""","""等值演算""","""依赖""","""谓词公式的逻辑演算需要用到等值关系。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""二、谓词公式的蕴含关系""]"
"""谓词公式""","""蕴含关系""","""依赖""","""谓词公式的逻辑演算还需要用到蕴含关系。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""二、谓词公式的蕴含关系""]"
"""逻辑蕴含""","""有效公式""","""条件""","""逻辑蕴含关系的成立需要谓词公式$G\\rightarrow H$为有效公式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""二、谓词公式的蕴含关系""]"
"""永真蕴含演算系统""","""基本蕴含式""","""组成""","""永真蕴含演算系统包含一些基本蕴含式。""","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""二、谓词公式的蕴含关系""]"
