type,name,level,attributes,source
"""概念""","""推理结论""",6,"{""定义"": ""基于命题逻辑的推理过程得出的结论。"", ""应用"": ""在案件侦破等领域用于有效推理。""}","[""第三章  命题演算与推理"", ""§ 3.6 命题逻辑的应用"", ""3.6.1 刑侦推断问题""]"
"""推论""","""推论10.1""",2,"{""定义"": ""无向图是半欧拉图当且仅当其为连通图且恰有2个奇度数结点。"", ""条件"": ""连通图，恰有2个奇度数结点""}","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""推论""","""推论12.1""",3,"{""内容"": ""有限群中每个元素的阶是群阶的因子。""}","[""第十二章 典型抽象代数结构"", ""§ 12.3 同余关系与商群"", ""12.3.1 同余关系与陪集""]"
"""推论""","""推论12.2""",3,"{""内容"": ""阶为素数的有限群是循环群。""}","[""第十二章 典型抽象代数结构"", ""§ 12.3 同余关系与商群"", ""12.3.1 同余关系与陪集""]"
"""算法""","""描述法""",4,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""二、集合的表示方法""], [""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""二、集合的表示方法"", ""1.枚举法""], [""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""二、集合的表示方法""], [""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""二、集合的表示方法"", ""2.描述法""], [""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""二、集合的表示方法""], [""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""1、集合表示法（枚举法和描述法）""]]"
"""操作""","""插入操作""",4,"{""description"": null, ""relation"": null}","[[""第五章 关系模型与理论"", ""§ 5.5 关系模型的应用"", ""5.5.1 关系代数模型""], [""第五章 关系模型与理论"", ""§ 5.5 关系模型的应用"", ""5.5.1 关系代数模型""], [""第五章 关系模型与理论"", ""§ 5.5 关系模型的应用"", ""5.5.1 关系代数模型""], [""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.2 红黑树模型""], [""第五章 关系模型与理论"", ""§ 5.5 关系模型的应用"", ""5.5.1 关系代数模型""], [""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.3 B树模型"", ""3 . B树的删除""]]"
"""算法""","""插入算法""",6,"{""定义"": ""将新结点插入B树的算法。"", ""情况"": ""1. 关键字个数小于m-1时直接插入；2. 关键字个数等于m-1时引起结点分裂。""}","[""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.3 B树模型"", ""2. B树的插入""]"
"""概念""","""插入结点位置""",6,"{""定义"": ""新结点在B树中的插入位置。"", ""确定方法"": ""通过查找算法确定""}","[""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.3 B树模型"", ""2. B树的插入""]"
"""定理""","""握手定理""",2,"{""description"": null, ""relation"": null}","[[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构""], [""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.2 图模型的度结构""], [""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构""], [""第九章  树的基本理论与算法"", ""§ 9.1 无向树的基本知识"", ""9.1.1  无向树的概念与性质""]]"
"""原理""","""搜索策略""",6,"{""定义"": ""回溯法中的深度优先搜索策略。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.3  回溯与动态规划"", ""一、回溯策略""]"
"""实验名称""","""摘香蕉问题""",3,"{""定义"": ""猴子摘香蕉的行动计划问题。"", ""特点"": ""涉及谓词逻辑的应用。""}","[""第四章  谓词演算与推理"", ""§ 4.5 谓词逻辑的应用"", ""4.5.1 摘香蕉问题""]"
"""概念""","""操作优化""",4,"{""定义"": ""通过关系演算模型对数据库操作进行优化。"", ""应用"": ""用于提高查询效率。"", ""特点"": ""结合推理与查询，实现一体化。""}","[""第五章 关系模型与理论"", ""§ 5.5 关系模型的应用"", ""5.5.2 关系演算模型""]"
"""概念""","""散列函数构造""",6,"{""定义"": ""将数据映射到固定大小的数值空间的函数。"", ""应用"": ""在散列函数构造、伪随机数生成等领域应用。""}","[""第二章  整数与算法设计基础""]"
"""概念""","""数与形的关系""",3,"{""研究"": ""研究各种离散量之间数与形的关系""}","[""第一章  集合与计数基础""]"
"""概念""","""数列的生成函数""",3,"{""定义"": ""无穷序列的生成函数，通过将数列扩充成无限序列定义。""}","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.3 生成函数计数法""]"
"""概念""","""数列通项""",5,"{""定义"": ""数列中任意一项与其序号之间的关系。""}","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.3 生成函数计数法""]"
"""算法""","""数字分析法""",4,"{""定义"": ""分析关键字数码分布，选择均匀数码作为存储地址的方法""}","[""第七章 函数与特殊函数"", ""§ 7.4 有限集的置换函数"", ""7.5.1 哈希查找问题""]"
"""学科""","""数学""",1,"{""定义"": ""研究数量、结构、变化和空间等概念的学科。"", ""作用"": ""支撑计算机科学，特别是数理逻辑的发展。""}","[""第三章  命题演算与推理""]"
"""概念""","""数学分支""",3,"{""组成"": ""离散数学由多个数学分支组成"", ""包括"": ""包括集合论、数理逻辑、图论等""}","[""第一章  集合与计数基础""]"
"""概念""","""数学危机""",3,"{""定义"": ""数学理论正确性面临挑战的历史事件。"", ""特点"": ""涉及悖论和矛盾，影响数学理论正确性。""}","[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.1 数学危机与集合论""]"
"""历史事件""","""数学危机与集合论的由来""",6,"{""定义"": ""集合论发展的历史背景。"", ""用途"": ""理解集合论的重要性。""}","[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识""]"
"""数学家""","""数学家""",7,"{""定义"": ""未提及具体定义"", ""贡献"": ""未提及具体贡献"", ""影响"": ""未提及具体影响""}","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]"
"""原理""","""数学归纳法""",4,"{""定义"": ""用于证明数学命题的方法。"", ""用途"": ""证明迭代求解法得到的公式。""}","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.2 递推关系的求解""]"
"""原理""","""数学归纳法第一原理""",4,"{""定义"": ""假设命题P(n)对自然数n成立，若P(0)为真且P(k)为真时P(k+1)也为真，则P(n)对所有自然数n成立。""}","[""第一章  集合与计数基础"", ""§1.2 可数集与不可数集"", ""1.2.2 自然数的集合定义"", ""三、自然数的归纳证明""]"
"""原理""","""数学归纳法第二原理""",4,"{""定义"": ""假设命题P(n)对自然数n成立，若P(1)为真且P(k)为真时P(k+1)也为真，则P(n)对所有自然数n成立。""}","[""第一章  集合与计数基础"", ""§1.2 可数集与不可数集"", ""1.2.2 自然数的集合定义"", ""三、自然数的归纳证明""]"
"""概念""","""数学模型""",2,"{""description"": null, ""relation"": null}","[[""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型""], [""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.3 关系的表示"", ""2、有向图表示法""]]"
"""原理""","""数学符号""",4,"{""定义"": ""用于表达逻辑运算的抽象符号。"", ""应用"": ""在数理逻辑中用于表达和运算逻辑问题。""}","[""第三章  命题演算与推理""]"
"""概念""","""数据库""",6,"{""定义"": ""存储和管理数据的系统。"", ""应用"": ""用于存储、检索、更新和管理数据。"", ""特点"": ""支持数据查询、更新和删除操作。""}","[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.4 集合的二进制表示""]"
"""概念""","""数据库专业教材""",6,"{""定义"": ""提供关系演算模型应用详细内容的教材。"", ""用途"": ""用于学习关系演算模型在数据库及知识库系统中的应用。""}","[""第五章 关系模型与理论"", ""§ 5.5 关系模型的应用"", ""5.5.2 关系演算模型""]"
"""概念""","""数据挖掘""",4,"{""description"": null, ""relation"": null}","[[""第五章 关系模型与理论"", ""§ 5.5 关系模型的应用"", ""5.5.2 关系演算模型""], [""第六章 特殊关系模型"", ""§ 6.2相容关系与元素聚类""], [""第五章 关系模型与理论"", ""§ 5.5 关系模型的应用"", ""5.5.2 关系演算模型""], [""第六章 特殊关系模型"", ""§ 6.3偏序关系与元素比较"", ""6.4.1 粗集定义问题""]]"
"""原理""","""数据操作""",6,"{""定义"": ""涉及输入、输出、赋值等对数据进行的操作。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""数据特征分析""",6,"{""定义"": ""通过分析关联矩阵的数据特征来分析图中结点与边之间的结构信息。"", ""应用"": ""用于分析图模型的各种结构特征。""}","[""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.3 图的表示方法"", ""二、关联矩阵表示法""]"
"""原理""","""数据结构""",5,"{""定义"": ""用于存储和组织数据以便高效存取的特定格式。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""]"
"""概念""","""数理逻辑""",2,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础""], [""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""], [""第一章  集合与计数基础""], [""第三章  命题演算与推理""], [""第一章  集合与计数基础""], [""第三章  命题演算与推理"", ""§ 3.5 命题逻辑的演绎推理""], [""第一章  集合与计数基础""], [""第四章  谓词演算与推理""], [""第一章  集合与计数基础""], [""第五章 关系模型与理论""]]"
"""概念""","""数论""",2,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础""], [""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]]"
"""概念""","""整数""",2,"{""description"": null, ""relation"": null}","[[""第二章  整数与算法设计基础""], [""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识""], [""第二章  整数与算法设计基础""], [""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.1 整数与整数除法""], [""第二章  整数与算法设计基础""], [""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.2 整数的因数分解""], [""第二章  整数与算法设计基础""], [""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.2 整数的因数分解"", ""一、公因数与公倍数""], [""第二章  整数与算法设计基础""], [""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.3 整数加密算法""], [""第二章  整数与算法设计基础""], [""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用""], [""第二章  整数与算法设计基础""], [""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""二、分治策略""]]"
"""概念""","""整数加群""",4,"{""定义"": ""基于普通加法的整数加群。"", ""性质"": ""循环群。""}","[""第十二章 典型抽象代数结构"", ""§ 12.2 群结构的基本知识"", ""12.2.3 循环群与置换群""]"
"""概念""","""整数环""",4,"{""定义"": ""由整数构成的环结构。"", ""性质"": ""加法交换群，乘法半群，满足分配律。""}","[""第十二章 典型抽象代数结构"", ""§12.4 环和域的基本知识"", ""12.4.1  环的概念与性质""]"
"""概念""","""整数理论""",3,"{""description"": null, ""relation"": null}","[[""第二章  整数与算法设计基础""], [""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识""]]"
"""算法""","""整数的因数分解""",3,"{""定义"": ""将一个整数表示为若干个质数的乘积。"", ""应用"": ""讨论整数基于整除性质的分解。""}","[""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.2 整数的因数分解""]"
"""算法""","""整数的素因数分解""",5,"{""定义"": ""将一个大于1的整数写成几个质数相乘的形式。"", ""用途"": ""用于分析整数的结构特征。""}","[""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识""]"
"""概念""","""整数除法""",3,"{""定义"": ""整数之间的除法运算，包括整除和带余除法。"", ""应用"": ""得到倍数与因子、素数与合数、商与余数等概念。""}","[""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.1 整数与整数除法""]"
"""性质""","""整除""",4,"{""定义"": ""整数除法的基本概念与运算性质。"", ""作用"": ""是整数理论与算法设计的基础。""}","[""第二章  整数与算法设计基础""]"
"""性质""","""整除性质""",3,"{""定义"": ""一个整数可以被另一个整数整除，没有余数。"", ""应用"": ""用于考察整数的离散结构特征和整数之间的联系。""}","[""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.2 整数的因数分解""]"
"""定理""","""整除的推广""",2,"{""定义"": ""推广整除概念，使任意两个整数间存在整除关系。""}","[""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.1 整数与整数除法""]"
"""定理""","""整除的概念与性质""",2,"{""定义"": ""整数a能整除b，记为a|b，若存在整数q，满足b=a*q。"", ""性质"": ""整除运算具有交换性、传递性、分配性等基本性质。""}","[""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.1 整数与整数除法""]"
"""概念""","""整除运算""",3,"{""定义"": ""一个整数可以被另一个整数整除，得到一个整数的运算。""}","[""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.2 整数的因数分解""]"
"""定理""","""整除运算的基本性质""",2,"{""性质"": ""整除运算具有交换性、传递性、分配性等基本性质。""}","[""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.1 整数与整数除法""]"
"""工具""","""文氏图""",5,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""二、集合的表示方法"", ""4.文氏图法""], [""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.3 集合的基本运算"", ""一、交运算与并运算""]]"
"""算法""","""文氏图法""",5,"{""定义"": ""一种表示集合的方法"", ""特点"": ""使用图形表示集合及其关系""}","[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""二、集合的表示方法""]"
"""性质""","""斜对称""",4,"{""定义"": ""点u到v的净流必须与点v到u的净流相反。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.4.1 流网络与切割""]"
"""定理""","""斯通定理""",2,"{""定义"": ""有限布尔代数B与其所有原子构成的集合P(S)在特定运算下同构。""}","[""第十二章 典型抽象代数结构"", ""§ 12.6 布尔代数基础"", ""12.6.2 布尔同态与同构""]"
"""概念""","""新元素""",6,"{""定义"": ""通过规则或方法从已有元素构造出的元素。""}","[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""二、集合的表示方法"", ""3.归纳法""]"
"""概念""","""新根结点""",6,"{""定义"": ""在B树分裂过程中，当根结点分裂时，新产生的根结点。""}","[""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.3 B树模型"", ""2. B树的插入""]"
"""概念""","""新的一元谓词""",4,"{""定义"": ""用于引入新变量的谓词。""}","[""第四章  谓词演算与推理"", ""§ 4.3 谓词公式的范式"", ""4.3.2 非等值型范式"", ""一、∃型前束范式""]"
"""概念""","""新结点""",6,"{""定义"": ""在B树分裂过程中，由分裂产生的新的结点。""}","[""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.3 B树模型"", ""2. B树的插入""]"
"""概念""","""新路径Li+1""",7,"{""定义"": ""弗洛莱算法中在添加新边后的新路径。""}","[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""]"
"""运算""","""方幂运算""",5,"{""定义"": ""元素a的n次方幂定义为n个a的重复n-1次*运算。""}","[""第十二章 典型抽象代数结构"", ""§ 12.2 群结构的基本知识"", ""12.2.1 群的基本概念""]"
"""概念""","""方法""",5,"{""定义"": ""研究代数结构的方法。"", ""特性"": ""包括同态、同构等概念。"", ""实例"": ""通过比较代数结构之间的同态或同构关系来研究它们的性质。""}","[""第十二章 典型抽象代数结构"", ""§ 12.1 半群的概念与性质"", ""12.1.1 半群与含幺半群""]"
"""原理""","""方程问题""",5,"{""定义"": ""代数问题的一种，涉及方程求解。""}","[""第十一章  抽象代数结构通论"", ""§ 11.1 代数结构的基本概念"", ""11.1.1 数学结构与代数结构""]"
"""概念""","""旋转""",4,"{""定义"": ""等边三角形中心固定，逆时针旋转的不同状态，对应不同的旋转角度。""}","[""第十二章 典型抽象代数结构"", ""§ 12.2 群结构的基本知识"", ""12.2.2  子群与群同态"", ""二、群的同构关系""]"
"""算法""","""旋转操作""",5,"{""定义"": ""通过修改结点颜色及指针结构，保持红黑树性质的操作。""}","[""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.2 红黑树模型""]"
"""概念""","""无向图""",3,"{""description"": null, ""relation"": null}","[[""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.3 着色问题与算法"", ""一、点着色与边着色""], [""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.2 图的定义与分类""], [""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.3 图的表示方法"", ""二、关联矩阵表示法""], [""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.1 图的基本运算"", ""一、图的集合运算""], [""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第九章  树的基本理论与算法"", ""§ 9.1 无向树的基本知识""], [""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第九章  树的基本理论与算法"", ""§ 9.1 无向树的基本知识"", ""9.1.2 无向图的生成树""], [""第十章  特殊图模型与算法"", ""§ 10.1 欧拉图与哈密顿图"", ""10.1.1  欧拉图及其性质""], [""第九章  树的基本理论与算法"", ""§ 9.2 根树的基本知识"", ""9.2.1  有向树与根树""]]"
"""算法""","""无向图关联矩阵""",5,"{""定义"": ""表示无向图中结点与边关联次数的矩阵。"", ""用途"": ""分析无向图结构信息。""}","[""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.3 图的表示方法"", ""二、关联矩阵表示法""]"
"""概念""","""无向图模型""",4,"{""定义"": ""一种无环的连通无向图，是树模型的基础。""}","[""第九章  树的基本理论与算法"", ""§ 9.1 无向树的基本知识"", ""9.1.1  无向树的概念与性质""]"
"""概念""","""无向树""",3,"{""定义"": ""连通无回路的无向图"", ""性质"": ""无回路，根、枝、叶之间相互畅通"", ""组成"": ""悬挂结点（叶结点）、其它结点（分支点或内点）""}","[""第九章  树的基本理论与算法"", ""§ 9.1 无向树的基本知识"", ""9.1.1  无向树的概念与性质""]"
"""概念""","""无向树模型""",3,"{""定义"": ""树模型的一种，不关心边方向差异，专注树结构的层次方向。""}","[""第九章  树的基本理论与算法"", ""§ 9.1 无向树的基本知识""]"
"""概念""","""无向边""",3,"{""定义"": ""连接u和v的无方向的边。"", ""表示"": ""无序偶(u,v)。"", ""端点"": ""u和v。""}","[""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.2 图的定义与分类""]"
"""概念""","""无序偶""",3,"{""定义"": ""由两个元素组成的无序对，表示两个元素之间的特定关系。"", ""用途"": ""用于表示元素之间的联系。""}","[""第五章 关系模型与理论"", ""§ 5.1 关系的数学模型"", ""5.1.1  序偶与笛卡尔积""]"
"""概念""","""无效搜索""",7,"{""定义"": ""避免不必要的遍历过程，剪去解空间树中不必要的枝条。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.3  回溯与动态规划"", ""一、回溯策略""]"
"""概念""","""无权图""",3,"{""定义"": ""边的权重为0的图。""}","[""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.2 图的定义与分类""]"
"""性质""","""无环性""",4,"{""定义"": ""图中不存在闭合路径。"", ""特点"": ""图是无环的。"", ""应用"": ""用于判断图的结构特性。""}","[""第九章  树的基本理论与算法"", ""§ 9.2 根树的基本知识"", ""9.2.1  有向树与根树""]"
"""工具""","""无砝码天平""",5,"{""定义"": ""一种不需要砝码即可进行称重的天平。""}","[""第九章  树的基本理论与算法"", ""§ 9.4 树模型的应用"", ""9.4.1 找假币问题""]"
"""概念""","""无穷序列""",4,"{""定义"": ""由无穷多个项组成的序列。""}","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.3 生成函数计数法""]"
"""公式""","""无穷重$m$ 元重集的可重复$r$-排列数计算公式""",5,"{""公式"": ""m^r""}","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]"
"""概念""","""无穷重数的m元重集""",5,"{""定义"": ""由无限多个元素组成的集合，每个元素可以重复出现m次。""}","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.3 生成函数计数法""]"
"""概念""","""无限群""",3,"{""定义"": ""群中元素个数无限的群"", ""特性"": ""元素个数无限，可能存在无限周期""}","[""第十二章 典型抽象代数结构"", ""§ 12.2 群结构的基本知识"", ""12.2.1 群的基本概念""]"
"""概念""","""无限集""",3,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""四、常用的特殊集合"", ""2.有限集与无限集""], [""第一章  集合与计数基础"", ""§1.2 可数集与不可数集""]]"
"""概念""","""无限集合""",6,"{""定义"": ""集合中元素数量无限的集合。"", ""应用"": ""描述法可以表示无限集合。""}","[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""二、集合的表示方法"", ""2.描述法""]"
"""原理""","""无限集合基数度量标准""",6,{},"[""第一章  集合与计数基础"", ""§1.2 可数集与不可数集"", ""1.2.3 无限集的基数比较""]"
"""概念""","""无限集合的基数度量""",5,"{""定义"": ""不能用自然数来度量，需要以自然数集或其它无限集合的基数为标准进行度量。""}","[""第一章  集合与计数基础"", ""§1.2 可数集与不可数集"", ""1.2.3 无限集的基数比较""]"
"""概念""","""无限集的基数比较""",4,{},"[""第一章  集合与计数基础"", ""§1.2 可数集与不可数集"", ""1.2.3 无限集的基数比较""]"
"""概念""","""无限面""",5,"{""定义"": ""区域面积无限的面""}","[""第十章  特殊图模型与算法"", ""§ 10.2 二分图与匹配问题"", ""10.3.1  平面图的概念与性质""]"
"""概念""","""时序逻辑电路""",3,"{""定义"": ""存在反馈回路的逻辑电路。"", ""特点"": ""输出值依赖于输入变量的当前值和过去值。""}","[""第三章  命题演算与推理"", ""§ 3.6 命题逻辑的应用"", ""3.6.2 组合逻辑电路设计""]"
"""概念""","""时间效率""",3,"{""定义"": ""衡量算法运行时间的效率。"", ""特点"": ""随问题规模增长而增长。"", ""结论"": ""高阶项决定算法效率。""}","[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.2 算法效率的度量""]"
"""性质""","""易于理解""",4,"{""描述"": ""容易被人理解。""}","[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""二、集合的表示方法"", ""1.枚举法""]"
"""概念""","""映射""",3,"{""定义"": ""从集合到集合的函数"", ""性质"": ""保持同态关系""}","[""第十一章  抽象代数结构通论"", ""§ 11.3  同构、同态与同余"", ""11.3.3  同余的概念与性质""]"
"""概念""","""显示表示方法""",4,"{""定义"": ""直接展示集合元素的方法。"", ""例子"": ""枚举法。""}","[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""二、集合的表示方法"", ""1.枚举法""]"
"""性质""","""普适性""",5,"{""定义"": ""描述法表达内容具有的广泛适用性。"", ""特点"": ""适用于表示有限集合和无限集合。""}","[""第一章  集合与计数基础"", ""§ 1.1 集合的基本知识"", ""1.1.2 集合的概念与表示"", ""二、集合的表示方法"", ""2.描述法""]"
"""概念""","""普通集合运算""",3,"{""定义"": ""图模型的基本集合运算"", ""应用"": ""图模型并、交、差、补、环和等集合运算的基础""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.1 图的基本运算"", ""一、图的集合运算""]"
"""算法步骤""","""更新""",5,"{""定义"": ""以新加入集合A的结点为中介点，更新到其他结点的最短路径长度""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""定理""","""替换定理""",3,"{""description"": null, ""relation"": null}","[[""第三章  命题演算与推理"", ""§ 3.2 命题公式与等值演算"", ""3.2.2 等值关系与等值演算"", ""二、基本等值关系""], [""第三章  命题演算与推理"", ""§ 3.2 命题公式与等值演算"", ""3.2.2 等值关系与等值演算"", ""三、命题公式的等值演算""]]"
"""算法""","""替换操作""",5,"{""定义"": ""在红黑树删除操作中，用后继节点替换被删除节点的操作。""}","[""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.2 红黑树模型""]"
"""概念""","""最优路线问题""",4,"{""定义"": ""寻找在给定条件下总权数最小的路径问题。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 最优路线问题""]"
"""概念""","""最佳分配方案""",4,"{""定义"": ""在满足宽带限制条件下，使优先级收益最大的宽带分配方案。"", ""方法"": ""通过递推公式计算，并记录选择，最终得到方案。""}","[""第七章 函数与特殊函数"", ""§ 7.4 有限集的置换函数"", ""7.5.2 宽带分配问题""]"
"""性质""","""最大入度""",4,"{""定义"": ""图中结点出度与入度的最大值。""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.2 图模型的度结构""]"
"""概念""","""最大公因子""",4,"{""定义"": ""两个正整数a和b的最大公因子问题。""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""一、递归策略""]"
"""概念""","""最大公因数""",3,"{""description"": null, ""relation"": null}","[[""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.2 整数的因数分解""], [""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.2 整数的因数分解"", ""一、公因数与公倍数""], [""第二章  整数与算法设计基础"", ""§ 2.1 整数的基本知识"", ""2.1.2 整数的因数分解""], [""第二章  整数与算法设计基础"", ""§ 2.2 同余算术及其应用"", ""2.2.2 同余方程与方程组""]]"
"""概念""","""最大关键字""",5,"{""定义"": ""指在某个集合或序列中最大的元素。""}","[""第九章  树的基本理论与算法"", ""§ 9.3 特殊根数与算法"", ""9.3.3 B树模型"", ""3 . B树的删除""]"
"""性质""","""最大出度""",4,"{""定义"": ""有向图中最大出度数""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.2 图模型的度结构""]"
